Logging to logs\PPO_17
---------------------------------
| rollout/           |          |
|    explained_variance   | -0.0855  |
|    learning_rate        | 0.0001   |
|    loss                 | -0.132   |
|    n_updates            | 460      |
|    policy_gradient_loss | -0.0899  |
|    value_loss           | 0.000217 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.7e+03    |
|    ep_rew_mean          | 0.22       |
| time/                   |            |
|    fps                  | 330        |
|    iterations           | 48         |
|    time_elapsed         | 1188       |
|    total_timesteps      | 393216     |
| train/                  |            |
|    approx_kl            | 0.14679159 |
|    clip_fraction        | 0.621      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.94      |
|    explained_variance   | -0.132     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.128     |
|    n_updates            | 470        |
|    policy_gradient_loss | -0.0897    |
|    value_loss           | 0.000189   |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1.73e+03 |
|    ep_rew_mean          | 0.229    |
| time/                   |          |
|    fps                  | 330      |
|    iterations           | 49       |
|    time_elapsed         | 1215     |
|    total_timesteps      | 401408   |
| train/                  |          |
|    approx_kl            | 0.14383  |
|    clip_fraction        | 0.621    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.93    |
|    explained_variance   | -0.168   |
|    learning_rate        | 0.0001   |
|    loss                 | -0.115   |
|    n_updates            | 480      |
|    policy_gradient_loss | -0.0879  |
|    value_loss           | 0.000118 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.229      |
| time/                   |            |
|    fps                  | 330        |
|    iterations           | 50         |
|    time_elapsed         | 1240       |
|    total_timesteps      | 409600     |
| train/                  |            |
|    approx_kl            | 0.15739234 |
|    clip_fraction        | 0.629      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.91      |
|    explained_variance   | -0.156     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.1       |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.0837    |
|    value_loss           | 0.000151   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.229      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 51         |
|    time_elapsed         | 1267       |
|    total_timesteps      | 417792     |
| train/                  |            |
|    approx_kl            | 0.15298745 |
|    clip_fraction        | 0.632      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.86      |
|    explained_variance   | -0.146     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.108     |
|    n_updates            | 500        |
|    policy_gradient_loss | -0.0839    |
|    value_loss           | 0.000146   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.223      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 52         |
|    time_elapsed         | 1292       |
|    total_timesteps      | 425984     |
| train/                  |            |
|    approx_kl            | 0.17114481 |
|    clip_fraction        | 0.639      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.88      |
|    explained_variance   | -0.089     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.119     |
|    n_updates            | 510        |
|    policy_gradient_loss | -0.087     |
|    value_loss           | 0.000182   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.218      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 53         |
|    time_elapsed         | 1316       |
|    total_timesteps      | 434176     |
| train/                  |            |
|    approx_kl            | 0.14141671 |
|    clip_fraction        | 0.613      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.95      |
|    explained_variance   | -0.163     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0924    |
|    n_updates            | 520        |
|    policy_gradient_loss | -0.0818    |
|    value_loss           | 0.000161   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.228      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 54         |
|    time_elapsed         | 1343       |
|    total_timesteps      | 442368     |
| train/                  |            |
|    approx_kl            | 0.13799667 |
|    clip_fraction        | 0.62       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.94      |
|    explained_variance   | -0.158     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0983    |
|    n_updates            | 530        |
|    policy_gradient_loss | -0.0813    |
|    value_loss           | 0.000171   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.72e+03   |
|    ep_rew_mean          | 0.238      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 55         |
|    time_elapsed         | 1367       |
|    total_timesteps      | 450560     |
| train/                  |            |
|    approx_kl            | 0.16143854 |
|    clip_fraction        | 0.641      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.88      |
|    explained_variance   | -0.102     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.116     |
|    n_updates            | 540        |
|    policy_gradient_loss | -0.0861    |
|    value_loss           | 0.000243   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.233      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 56         |
|    time_elapsed         | 1393       |
|    total_timesteps      | 458752     |
| train/                  |            |
|    approx_kl            | 0.15157114 |
|    clip_fraction        | 0.628      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.9       |
|    explained_variance   | -0.0335    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.115     |
|    n_updates            | 550        |
|    policy_gradient_loss | -0.0839    |
|    value_loss           | 0.000276   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.236      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 57         |
|    time_elapsed         | 1417       |
|    total_timesteps      | 466944     |
| train/                  |            |
|    approx_kl            | 0.16653106 |
|    clip_fraction        | 0.649      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.128     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.132     |
|    n_updates            | 560        |
|    policy_gradient_loss | -0.089     |
|    value_loss           | 0.000197   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.249      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 58         |
|    time_elapsed         | 1442       |
|    total_timesteps      | 475136     |
| train/                  |            |
|    approx_kl            | 0.13777554 |
|    clip_fraction        | 0.614      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.93      |
|    explained_variance   | -0.000303  |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 570        |
|    policy_gradient_loss | -0.082     |
|    value_loss           | 0.000207   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.71e+03  |
|    ep_rew_mean          | 0.265     |
| time/                   |           |
|    fps                  | 329       |
|    iterations           | 59        |
|    time_elapsed         | 1468      |
|    total_timesteps      | 483328    |
| train/                  |           |
|    approx_kl            | 0.1691464 |
|    clip_fraction        | 0.647     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.9      |
|    explained_variance   | -0.105    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.107    |
|    n_updates            | 580       |
|    policy_gradient_loss | -0.0907   |
|    value_loss           | 0.000215  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.272      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 60         |
|    time_elapsed         | 1491       |
|    total_timesteps      | 491520     |
| train/                  |            |
|    approx_kl            | 0.16887665 |
|    clip_fraction        | 0.653      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.135     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.0888    |
|    value_loss           | 0.000238   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.73e+03  |
|    ep_rew_mean          | 0.271     |
| time/                   |           |
|    fps                  | 329       |
|    iterations           | 61        |
|    time_elapsed         | 1516      |
|    total_timesteps      | 499712    |
| train/                  |           |
|    approx_kl            | 0.1684309 |
|    clip_fraction        | 0.652     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.89     |
|    explained_variance   | -0.212    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.108    |
|    n_updates            | 600       |
|    policy_gradient_loss | -0.0925   |
|    value_loss           | 0.000152  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.272      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 62         |
|    time_elapsed         | 1540       |
|    total_timesteps      | 507904     |
| train/                  |            |
|    approx_kl            | 0.17604174 |
|    clip_fraction        | 0.657      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.151     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.112     |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.09      |
|    value_loss           | 0.000174   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.271      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 63         |
|    time_elapsed         | 1567       |
|    total_timesteps      | 516096     |
| train/                  |            |
|    approx_kl            | 0.16294369 |
|    clip_fraction        | 0.629      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.88      |
|    explained_variance   | -0.0733    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.123     |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0852    |
|    value_loss           | 0.000176   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.78e+03  |
|    ep_rew_mean          | 0.255     |
| time/                   |           |
|    fps                  | 329       |
|    iterations           | 64        |
|    time_elapsed         | 1592      |
|    total_timesteps      | 524288    |
| train/                  |           |
|    approx_kl            | 0.1955277 |
|    clip_fraction        | 0.659     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.83     |
|    explained_variance   | -0.0586   |
|    learning_rate        | 0.0001    |
|    loss                 | -0.122    |
|    n_updates            | 630       |
|    policy_gradient_loss | -0.0864   |
|    value_loss           | 0.000193  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.259      |
| time/                   |            |
|    fps                  | 329        |
|    iterations           | 65         |
|    time_elapsed         | 1617       |
|    total_timesteps      | 532480     |
| train/                  |            |
|    approx_kl            | 0.19380729 |
|    clip_fraction        | 0.663      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | -0.202     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.112     |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.0921    |
|    value_loss           | 0.000149   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.259      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 66         |
|    time_elapsed         | 1644       |
|    total_timesteps      | 540672     |
| train/                  |            |
|    approx_kl            | 0.17698011 |
|    clip_fraction        | 0.647      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.0683    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.101     |
|    n_updates            | 650        |
|    policy_gradient_loss | -0.0877    |
|    value_loss           | 0.000232   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.259      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 67         |
|    time_elapsed         | 1668       |
|    total_timesteps      | 548864     |
| train/                  |            |
|    approx_kl            | 0.17084396 |
|    clip_fraction        | 0.651      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.85      |
|    explained_variance   | -0.223     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.129     |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.095     |
|    value_loss           | 0.000201   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.78e+03  |
|    ep_rew_mean          | 0.255     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 68        |
|    time_elapsed         | 1695      |
|    total_timesteps      | 557056    |
| train/                  |           |
|    approx_kl            | 0.1717097 |
|    clip_fraction        | 0.648     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.85     |
|    explained_variance   | -0.22     |
|    learning_rate        | 0.0001    |
|    loss                 | -0.114    |
|    n_updates            | 670       |
|    policy_gradient_loss | -0.0871   |
|    value_loss           | 0.000179  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.252      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 69         |
|    time_elapsed         | 1719       |
|    total_timesteps      | 565248     |
| train/                  |            |
|    approx_kl            | 0.17255518 |
|    clip_fraction        | 0.649      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.87      |
|    explained_variance   | -0.171     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 680        |
|    policy_gradient_loss | -0.089     |
|    value_loss           | 0.000126   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.254      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 70         |
|    time_elapsed         | 1744       |
|    total_timesteps      | 573440     |
| train/                  |            |
|    approx_kl            | 0.18114299 |
|    clip_fraction        | 0.652      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.0566    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.12      |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0885    |
|    value_loss           | 0.000177   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.258      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 71         |
|    time_elapsed         | 1769       |
|    total_timesteps      | 581632     |
| train/                  |            |
|    approx_kl            | 0.15088078 |
|    clip_fraction        | 0.636      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.96      |
|    explained_variance   | -0.18      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.101     |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.0904    |
|    value_loss           | 0.000127   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.264      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 72         |
|    time_elapsed         | 1793       |
|    total_timesteps      | 589824     |
| train/                  |            |
|    approx_kl            | 0.16075188 |
|    clip_fraction        | 0.636      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.88      |
|    explained_variance   | -0.14      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0992    |
|    n_updates            | 710        |
|    policy_gradient_loss | -0.0869    |
|    value_loss           | 0.000166   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.263      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 73         |
|    time_elapsed         | 1820       |
|    total_timesteps      | 598016     |
| train/                  |            |
|    approx_kl            | 0.16291288 |
|    clip_fraction        | 0.649      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.087     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.103     |
|    n_updates            | 720        |
|    policy_gradient_loss | -0.0861    |
|    value_loss           | 0.000172   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.8e+03   |
|    ep_rew_mean          | 0.258     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 74        |
|    time_elapsed         | 1844      |
|    total_timesteps      | 606208    |
| train/                  |           |
|    approx_kl            | 0.1486624 |
|    clip_fraction        | 0.623     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.87     |
|    explained_variance   | -0.164    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.0875   |
|    n_updates            | 730       |
|    policy_gradient_loss | -0.0855   |
|    value_loss           | 0.000191  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.79e+03  |
|    ep_rew_mean          | 0.267     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 75        |
|    time_elapsed         | 1870      |
|    total_timesteps      | 614400    |
| train/                  |           |
|    approx_kl            | 0.1650352 |
|    clip_fraction        | 0.643     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.83     |
|    explained_variance   | -0.103    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.122    |
|    n_updates            | 740       |
|    policy_gradient_loss | -0.0818   |
|    value_loss           | 0.000234  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.277      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 76         |
|    time_elapsed         | 1894       |
|    total_timesteps      | 622592     |
| train/                  |            |
|    approx_kl            | 0.19676343 |
|    clip_fraction        | 0.662      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | -0.111     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.114     |
|    n_updates            | 750        |
|    policy_gradient_loss | -0.0883    |
|    value_loss           | 0.000284   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.272      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 77         |
|    time_elapsed         | 1919       |
|    total_timesteps      | 630784     |
| train/                  |            |
|    approx_kl            | 0.15633823 |
|    clip_fraction        | 0.626      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | 0.00948    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.112     |
|    n_updates            | 760        |
|    policy_gradient_loss | -0.0894    |
|    value_loss           | 0.000286   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.271      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 78         |
|    time_elapsed         | 1945       |
|    total_timesteps      | 638976     |
| train/                  |            |
|    approx_kl            | 0.19217956 |
|    clip_fraction        | 0.658      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.102     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.126     |
|    n_updates            | 770        |
|    policy_gradient_loss | -0.0887    |
|    value_loss           | 0.000278   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.266      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 79         |
|    time_elapsed         | 1969       |
|    total_timesteps      | 647168     |
| train/                  |            |
|    approx_kl            | 0.19068094 |
|    clip_fraction        | 0.664      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.188     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.119     |
|    n_updates            | 780        |
|    policy_gradient_loss | -0.0959    |
|    value_loss           | 0.000234   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.26       |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 80         |
|    time_elapsed         | 1996       |
|    total_timesteps      | 655360     |
| train/                  |            |
|    approx_kl            | 0.18527758 |
|    clip_fraction        | 0.65       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.203     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.11      |
|    n_updates            | 790        |
|    policy_gradient_loss | -0.0913    |
|    value_loss           | 0.000171   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.263      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 81         |
|    time_elapsed         | 2019       |
|    total_timesteps      | 663552     |
| train/                  |            |
|    approx_kl            | 0.17044926 |
|    clip_fraction        | 0.643      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.124     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.102     |
|    n_updates            | 800        |
|    policy_gradient_loss | -0.0854    |
|    value_loss           | 0.000204   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.263      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 82         |
|    time_elapsed         | 2045       |
|    total_timesteps      | 671744     |
| train/                  |            |
|    approx_kl            | 0.18568517 |
|    clip_fraction        | 0.659      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.0454    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.105     |
|    n_updates            | 810        |
|    policy_gradient_loss | -0.0884    |
|    value_loss           | 0.000199   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.266      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 83         |
|    time_elapsed         | 2069       |
|    total_timesteps      | 679936     |
| train/                  |            |
|    approx_kl            | 0.18056011 |
|    clip_fraction        | 0.649      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | 0.0228     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.115     |
|    n_updates            | 820        |
|    policy_gradient_loss | -0.0878    |
|    value_loss           | 0.000179   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.258      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 84         |
|    time_elapsed         | 2094       |
|    total_timesteps      | 688128     |
| train/                  |            |
|    approx_kl            | 0.16859269 |
|    clip_fraction        | 0.639      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.108     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.122     |
|    n_updates            | 830        |
|    policy_gradient_loss | -0.0893    |
|    value_loss           | 0.000197   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.75e+03   |
|    ep_rew_mean          | 0.257      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 85         |
|    time_elapsed         | 2119       |
|    total_timesteps      | 696320     |
| train/                  |            |
|    approx_kl            | 0.17766786 |
|    clip_fraction        | 0.653      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.0689    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.13      |
|    n_updates            | 840        |
|    policy_gradient_loss | -0.0882    |
|    value_loss           | 0.000177   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.77e+03  |
|    ep_rew_mean          | 0.261     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 86        |
|    time_elapsed         | 2144      |
|    total_timesteps      | 704512    |
| train/                  |           |
|    approx_kl            | 0.1845145 |
|    clip_fraction        | 0.664     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.76     |
|    explained_variance   | -0.169    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.109    |
|    n_updates            | 850       |
|    policy_gradient_loss | -0.0915   |
|    value_loss           | 0.000195  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.256      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 87         |
|    time_elapsed         | 2170       |
|    total_timesteps      | 712704     |
| train/                  |            |
|    approx_kl            | 0.18166707 |
|    clip_fraction        | 0.656      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.0554    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.12      |
|    n_updates            | 860        |
|    policy_gradient_loss | -0.0864    |
|    value_loss           | 0.000173   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.257      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 88         |
|    time_elapsed         | 2194       |
|    total_timesteps      | 720896     |
| train/                  |            |
|    approx_kl            | 0.21389326 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.167     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.11      |
|    n_updates            | 870        |
|    policy_gradient_loss | -0.0937    |
|    value_loss           | 0.000153   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.258      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 89         |
|    time_elapsed         | 2218       |
|    total_timesteps      | 729088     |
| train/                  |            |
|    approx_kl            | 0.16689664 |
|    clip_fraction        | 0.641      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.86      |
|    explained_variance   | -0.0931    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.11      |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.0839    |
|    value_loss           | 0.000256   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.262      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 90         |
|    time_elapsed         | 2242       |
|    total_timesteps      | 737280     |
| train/                  |            |
|    approx_kl            | 0.16718942 |
|    clip_fraction        | 0.654      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.86      |
|    explained_variance   | -0.221     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.123     |
|    n_updates            | 890        |
|    policy_gradient_loss | -0.094     |
|    value_loss           | 0.000147   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.74e+03  |
|    ep_rew_mean          | 0.258     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 91        |
|    time_elapsed         | 2267      |
|    total_timesteps      | 745472    |
| train/                  |           |
|    approx_kl            | 0.1912153 |
|    clip_fraction        | 0.667     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.75     |
|    explained_variance   | -0.196    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.113    |
|    n_updates            | 900       |
|    policy_gradient_loss | -0.088    |
|    value_loss           | 0.000163  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.72e+03  |
|    ep_rew_mean          | 0.253     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 92        |
|    time_elapsed         | 2294      |
|    total_timesteps      | 753664    |
| train/                  |           |
|    approx_kl            | 0.1694367 |
|    clip_fraction        | 0.64      |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.87     |
|    explained_variance   | -0.112    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.0953   |
|    n_updates            | 910       |
|    policy_gradient_loss | -0.081    |
|    value_loss           | 0.000239  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.72e+03   |
|    ep_rew_mean          | 0.253      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 93         |
|    time_elapsed         | 2319       |
|    total_timesteps      | 761856     |
| train/                  |            |
|    approx_kl            | 0.19499661 |
|    clip_fraction        | 0.67       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.85      |
|    explained_variance   | -0.212     |
